date;Usage_kWh;Lagging_Current_Reactive.Power_kVarh;Leading_Current_Reactive_Power_kVarh;CO2(tCO2);Lagging_Current_Power_Factor;Leading_Current_Power_Factor;NSM;WeekStatus;Day_of_week;Load_Type;country;machine_no;product_category;failure_reason
02/01/2018 21:30;5,11;0,0;26,5;0,0;100,0;18,93;77400;Weekday;Tuesday;Medium_Load;France;2;CREAM;
02/01/2018 21:45;5,08;0,0;26,42;0,0;100,0;18,88;78300;Weekday;Tuesday;Medium_Load;United Kingdom;2;BOX;
02/01/2018 22:00;5,04;0,0;26,46;0,0;100,0;18,71;79200;Weekday;Tuesday;Medium_Load;France;3;VINTAGE;
02/01/2018 22:15;4,93;1,84;15,44;0,0;93,69;30,42;80100;Weekday;Tuesday;Maximum_Load;United Kingdom;1;RED;
02/01/2018 22:30;4,64;5,22;0,0;0,0;66,44;100,0;81000;Weekday;Tuesday;Maximum_Load;United Kingdom;3;HOME;
02/01/2018 22:45;4,68;5,18;0,0;0,0;67,04;100,0;81900;Weekday;Tuesday;Maximum_Load;France;3;SET;
02/01/2018 23:00;4,68;5,11;0,0;0,0;67,54;100,0;82800;Weekday;Tuesday;Maximum_Load;France;1;PINK;
02/01/2018 23:15;4,57;4,54;0,0;0,0;70,94;100,0;83700;Weekday;Tuesday;Light_Load;France;1;RED;
02/01/2018 23:30;4,57;4,25;0,0;0,0;73,23;100,0;84600;Weekday;Tuesday;Light_Load;United Kingdom;3;SET;
02/01/2018 23:45;4,54;4,25;0,0;0,0;73,0;100,0;85500;Weekday;Tuesday;Light_Load;United Kingdom;3;METAL;
02/01/2018 00:00;4,61;4,21;0,0;0,0;73,84;100,0;0;Weekday;Tuesday;Light_Load;France;3;AND;
03/01/2018 00:15;4,61;4,61;0,0;0,0;70,71;100,0;900;Weekday;Wednesday;Light_Load;United Kingdom;2;BABUSHKA;
03/01/2018 00:30;4,61;4,54;0,0;0,0;71,25;100,0;1800;Weekday;Wednesday;Light_Load;United Kingdom;1;HEART;
03/01/2018 00:45;4,57;4,5;0,0;0,0;71,25;100,0;2700;Weekday;Wednesday;Light_Load;United Kingdom;2;SET;
03/01/2018 01:00;4,57;4,61;0,0;0,0;70,4;100,0;3600;Weekday;Wednesday;Light_Load;United Kingdom;2;HAND;
03/01/2018 01:15;4,64;4,46;0,0;0,0;72,1;100,0;4500;Weekday;Wednesday;Light_Load;United Kingdom;3;HOT;
03/01/2018 01:30;4,64;4,57;0,0;0,0;71,25;100,0;5400;Weekday;Wednesday;Light_Load;United Kingdom;1;METAL;
03/01/2018 01:45;4,61;4,79;0,0;0,0;69,34;100,0;6300;Weekday;Wednesday;Light_Load;United Kingdom;1;VINTAGE;
03/01/2018 02:00;4,57;4,5;0,0;0,0;71,25;100,0;7200;Weekday;Wednesday;Light_Load;United Kingdom;1;BLACK;
03/01/2018 02:15;4,61;4,39;0,0;0,0;72,42;100,0;8100;Weekday;Wednesday;Light_Load;France;3;VINTAGE;
03/01/2018 02:30;4,64;4,75;0,0;0,0;69,88;100,0;9000;Weekday;Wednesday;Light_Load;France;3;METAL;
03/01/2018 02:45;4,64;4,75;0,0;0,0;69,88;100,0;9900;Weekday;Wednesday;Light_Load;United Kingdom;1;SET;
03/01/2018 03:00;4,57;4,75;0,0;0,0;69,33;100,0;10800;Weekday;Wednesday;Light_Load;France;2;CARD;
03/01/2018 03:15;4,64;5,11;0,0;0,0;67,22;100,0;11700;Weekday;Wednesday;Light_Load;United Kingdom;1;STAR;
03/01/2018 03:30;4,64;4,72;0,0;0,0;70,1;100,0;12600;Weekday;Wednesday;Light_Load;United Kingdom;2;RED;
