CustomerID;recency;frequency;monetary;cluster
12621.0;22;474;2578,64;1
12622.0;253;11;155,65;2
12623.0;297;18;274,49;2
12624.0;127;38;590,16;0
12625.0;232;91;1629,48;2
12626.0;44;307;2578,64;1
12627.0;31;230;2578,64;1
12628.0;25;43;730,43;0
12630.0;30;64;1034,41;0
12631.0;78;31;497,62;0
12633.0;79;103;1591,24;1
12635.0;110;101;1523,86;1
12637.0;88;394;2578,64;1
12638.0;54;39;536,15;0
12639.0;259;22;379,86;2
12640.0;44;53;923,9;0
12641.0;136;10;152,75;0
12642.0;46;47;766,34;0
12643.0;149;24;530,51;0
12644.0;150;31;465,14;0
12645.0;54;74;1407,03;1
12646.0;25;45;978,44;0
12647.0;43;128;2279,38;1
12648.0;175;21;292,16;2
12649.0;128;33;483,51;0
12650.0;24;20;205,46;0
12651.0;355;9;114,0;2
12652.0;343;51;791,0;2
12653.0;169;43;984,69;0
12654.0;31;38;554,98;0
12656.0;38;130;2578,64;1
12657.0;32;56;923,28;0
12658.0;39;36;628,13;0
12659.0;50;5;62,91;0
12660.0;32;13;227,25;0
12662.0;21;232;2578,64;1
12664.0;29;38;832,67;0
12665.0;345;4;51,86;2
12666.0;380;2;0,0;2
12667.0;79;33;479,56;0
12668.0;28;168;2578,64;1
12669.0;171;102;1477,58;1
12670.0;31;94;2056,93;1
12672.0;350;10;191,77;2
12673.0;26;42;559,0;0
12674.0;32;91;1485,18;1
12676.0;45;45;867,22;0
12678.0;63;167;2578,64;1
12679.0;73;56;855,3;0
12680.0;21;52;809,93;0
12681.0;35;646;2578,64;1
12682.0;24;525;2578,64;1
12683.0;25;362;2578,64;1
12684.0;28;105;1787,81;1
12685.0;49;157;2523,64;1
12686.0;392;7;79,09;2
12688.0;134;171;2578,64;1
12689.0;46;72;1128,81;0
12690.0;226;16;318,69;2
12691.0;49;32;599,02;0
12693.0;141;41;684,55;0
12694.0;91;37;659,11;0
12695.0;28;27;481,47;0
12697.0;42;43;707,21;0
12700.0;28;270;2578,64;1
12701.0;100;53;735,24;0
12702.0;40;12;208,95;0
12703.0;85;22;273,5;0
12704.0;28;90;1497,25;1
12705.0;36;348;2578,64;1
12707.0;312;33;506,57;2
12708.0;50;174;2407,44;1
12709.0;24;257;2578,64;1
12710.0;117;79;1054,79;0
12712.0;43;142;2578,64;1
12713.0;21;38;715,37;0
12714.0;30;259;2578,64;1
12715.0;127;21;289,76;0
12716.0;24;69;991,65;0
12717.0;172;56;828,59;0
12718.0;92;19;214,15;0
12719.0;26;42;586,0;0
12720.0;23;359;2578,64;1
12721.0;52;164;2380,62;1
12722.0;106;57;844,96;0
12723.0;24;69;627,26;0
12724.0;26;53;929,91;0
12725.0;392;24;387,7;2
12726.0;49;124;1951,31;1
12727.0;31;141;2578,64;1
12728.0;92;46;717,54;0
12729.0;134;26;424,31;0
12731.0;44;277;2578,64;1
12732.0;200;12;202,25;2
12733.0;255;22;320,32;2
12734.0;373;4;74,62;2
12735.0;336;43;636,7;2
12736.0;353;4;96,81;2
12738.0;393;11;142,2;2
12739.0;99;38;627,03;0
12740.0;84;27;410,01;0
12743.0;155;134;519,79;0
12744.0;72;229;2578,64;1
12747.0;23;103;2306,57;1
12748.0;21;4642;2578,64;1
12749.0;24;231;2578,64;1
12750.0;149;15;251,45;0
12752.0;102;53;1239,54;0
12753.0;24;230;2578,64;1
12754.0;256;65;240,88;2
12755.0;270;6;44,46;2
12756.0;107;4;71,28;0
12757.0;36;377;2578,64;1
12758.0;137;97;1966,04;1
12759.0;73;95;1411,96;1
12762.0;28;69;1222,44;0
12763.0;159;18;327,76;0
12764.0;337;45;1041,07;2
12766.0;24;310;2578,64;1
12769.0;259;32;700,75;2
12770.0;231;12;300,88;2
12772.0;80;55;738,32;0
12775.0;38;67;1183,83;0
12778.0;40;51;677,08;0
12779.0;42;159;2578,64;1
12781.0;42;30;534,28;0
12782.0;25;107;1834,51;1
12783.0;23;86;1351,43;1
12784.0;30;59;521,47;0
12785.0;23;15;249,76;0
12787.0;30;20;372,86;0
12789.0;86;4;31,8;0
12790.0;213;21;291,93;2
12791.0;394;2;36,86;2
12792.0;277;25;353,02;2
12793.0;355;24;435,38;2
12794.0;74;45;792,44;0
12795.0;39;14;285,92;0
12797.0;381;17;216,4;2
12798.0;31;8;158,97;0
12802.0;204;26;400,2;2
12808.0;57;28;461,6;0
12809.0;189;26;413,87;2
12811.0;281;31;463,36;2
12812.0;65;15;226,95;0
12814.0;122;2;36,86;0
12815.0;168;47;831,16;0
12816.0;116;29;431,65;0
12817.0;302;4;92,81;2
12818.0;199;16;323,07;2
12820.0;24;59;923,25;0
12821.0;235;6;91,62;2
12822.0;91;47;826,27;0
12823.0;95;5;144,55;0
12824.0;80;25;371,36;0
12826.0;23;94;1456,99;1
12827.0;26;25;412,14;0
12828.0;23;56;957,33;0
12829.0;343;12;127,2;2
12830.0;58;39;633,24;0
12831.0;283;9;170,76;2
12832.0;53;27;382,43;0
12833.0;166;24;394,48;0
12834.0;303;18;312,38;2
12836.0;80;175;2153,66;1
12837.0;194;12;114,4;2
12838.0;54;123;659,49;0
12839.0;23;316;2578,64;1
12840.0;164;116;2458,43;1
12841.0;25;439;2578,64;1
12842.0;91;34;652,77;0
12843.0;86;108;1487,0;1
12844.0;50;52;325,96;0
12845.0;288;27;128,51;2
12847.0;43;91;733,45;0
12849.0;52;51;757,54;0
12851.0;117;50;124,46;0
12852.0;311;20;290,06;2
12853.0;128;84;1582,28;1
12854.0;99;115;1133,68;0
12855.0;393;3;38,1;2
12856.0;28;317;2089,28;1
12857.0;231;46;950,56;2
12863.0;73;6;119,01;0
12864.0;159;3;37,08;0
12865.0;47;96;1471,17;1
12866.0;304;26;481,42;2
12867.0;47;551;2578,64;1
12868.0;206;107;1583,1;2
12870.0;387;2;0,0;2
12871.0;105;11;193,66;0
12872.0;347;66;562,8;2
12873.0;303;4;115,64;2
12875.0;164;2;9,12;2
12876.0;78;85;1438,76;1
12877.0;24;154;1347,86;1
12878.0;39;49;844,58;0
12879.0;65;12;203,63;0
12881.0;296;7;108,75;2
12882.0;30;13;375,83;0
12883.0;45;42;662,23;0
12884.0;109;7;152,06;0
12885.0;84;72;1097,54;0
12886.0;88;86;1296,44;0
12888.0;235;7;140,84;2
12890.0;45;82;360,29;0
12891.0;206;3;26,4;2
12893.0;51;34;179,61;0
12895.0;63;24;358,9;0
12897.0;225;4;115,64;2
12901.0;29;125;2113,63;1
12902.0;285;10;119,58;2
12904.0;39;72;454,29;0
12906.0;32;63;1340,75;1
12908.0;79;4;30,0;0
12909.0;60;96;1425,69;1
12910.0;44;75;1742,63;1
12912.0;23;24;682,82;0
12913.0;25;50;1088,86;0
12915.0;169;22;328,25;0
12916.0;159;109;2134,57;1
12917.0;149;2;57,82;0
12919.0;29;52;1025,89;0
12920.0;38;28;140,71;0
12921.0;24;741;2578,64;1
12922.0;182;28;389,53;2
12923.0;85;29;172,97;0
12924.0;109;31;479,59;0
12925.0;25;45;666,94;0
12928.0;56;84;1653,68;1
12929.0;143;9;102,75;0
12930.0;99;27;407,64;0
12931.0;42;102;2116,98;1
12933.0;45;107;555,73;0
12935.0;23;130;2049,89;1
12936.0;38;63;810,05;0
12937.0;36;120;1344,18;1
12938.0;46;9;107,18;0
12939.0;85;47;1279,8;0
12940.0;67;103;822,4;0
12942.0;152;75;632,2;0
12943.0;322;1;0,0;2
12944.0;56;30;569,67;0
12945.0;309;23;404,46;2
12947.0;164;103;1351,68;0
12948.0;37;118;1964,34;1
12949.0;51;219;2578,64;1
12950.0;23;23;533,84;0
12951.0;29;65;1033,59;0
12952.0;26;80;1300,26;0
12953.0;30;17;289,31;0
12955.0;22;183;2578,64;1
12956.0;327;19;98,52;2
12957.0;25;244;2578,64;1
12962.0;28;16;250,3;0
12963.0;29;96;1721,68;1
12965.0;110;109;744,78;0
12966.0;30;10;155,63;0
12967.0;24;33;509,47;0
12968.0;133;5;95,77;0
12970.0;28;151;430,08;0
12971.0;24;308;2578,64;1
12974.0;218;8;126,01;2
12976.0;232;22;372,71;2
12977.0;177;9;26,64;2
12980.0;176;24;578,2;2
12981.0;50;20;354,91;0
12982.0;260;34;385,86;2
12984.0;39;4;95,32;0
12985.0;21;78;1067,43;0
12987.0;94;30;478,09;0
12988.0;313;92;497,62;2
12989.0;24;68;1184,0;0
12990.0;52;13;316,46;0
12991.0;44;31;480,4;0
12993.0;44;27;414,76;0
12994.0;25;73;940,26;0
12995.0;98;5;79,79;0
12997.0;43;67;1007,4;0
12999.0;217;28;363,76;2
13000.0;127;31;469,48;0
13001.0;25;342;2578,64;1
13002.0;339;7;118,95;2
13003.0;126;6;116,87;0
13004.0;32;409;2578,64;1
13005.0;194;29;445,43;2
13006.0;77;4;64,28;0
13008.0;344;15;223,58;2
13011.0;393;3;50,55;2
13012.0;30;107;1578,26;1
13013.0;22;222;2578,64;1
13014.0;23;124;2283,09;1
13015.0;74;176;2578,64;1
13016.0;94;47;743,32;0
13017.0;28;1;28,91;0
13018.0;37;459;2578,64;1
13021.0;25;134;2224,54;1
13023.0;85;40;637,13;0
13026.0;22;43;551,6;0
13027.0;134;26;249,6;0
13028.0;43;47;623,49;0
13029.0;51;10;203,23;0
13030.0;32;99;709,25;0
13032.0;59;75;939,21;0
13033.0;378;11;190,55;2
13034.0;75;37;634,68;0
13035.0;78;30;581,55;0
13037.0;159;48;816,11;0
13038.0;101;28;556,12;0
13040.0;29;43;670,38;0
13043.0;274;14;302,23;2
13044.0;312;33;502,72;2
13045.0;120;18;279,48;0
13046.0;51;35;536,97;0
13047.0;52;196;2578,64;1
13048.0;35;137;1789,34;1
13049.0;85;14;314,56;0
13050.0;30;422;2578,64;1
13052.0;233;18;286,36;2
13055.0;85;78;1172,96;0
13058.0;45;8;166,98;0
13059.0;270;8;122,51;2
13060.0;274;15;268,75;2
13061.0;93;10;201,39;0
13062.0;212;11;184,21;2
13064.0;33;69;1008,53;0
13065.0;394;14;194,06;2
13066.0;45;49;434,0;0
13067.0;103;15;115,46;0
13068.0;31;2;57,82;0
13069.0;21;470;2578,64;1
13070.0;213;9;203,42;2
13072.0;287;7;163,19;2
13075.0;150;22;564,61;0
13077.0;22;112;621,61;0
13078.0;22;380;2578,64;1
13079.0;25;6;145,93;0
13080.0;200;6;59,28;2
13081.0;22;1061;2578,64;1
13082.0;147;75;1290,94;0
13083.0;25;18;278,38;0
13085.0;178;29;355,9;2
13089.0;23;1857;2578,64;1
13090.0;29;161;2578,64;1
13091.0;42;24;310,1;0
13092.0;91;26;446,95;0
13093.0;288;170;2578,64;1
13094.0;42;30;624,44;0
13095.0;91;6;67,44;0
13097.0;53;437;2578,64;1
13098.0;22;605;2578,64;1
13099.0;120;1;17,28;0
13101.0;255;8;82,81;2
13102.0;22;310;2578,64;1
13103.0;60;8;186,97;0
13104.0;24;20;467,9;0
13106.0;149;2;28,91;0
13107.0;65;60;1082,54;0
13108.0;393;10;193,31;2
13109.0;23;50;756,27;0
13110.0;52;146;1348,0;1
13113.0;21;280;2578,64;1
13115.0;29;132;2044,21;1
13116.0;138;31;449,27;0
13117.0;42;76;925,94;0
13118.0;40;82;981,27;0
13120.0;259;1;28,91;2
13121.0;290;53;278,39;2
13122.0;115;55;893,78;0
13124.0;110;235;2578,64;1
13126.0;25;142;1931,75;1
13127.0;98;15;253,4;0
13130.0;115;2;53,91;0
13131.0;44;46;786,62;0
13132.0;282;3;60,11;2
13133.0;294;7;103,8;2
13134.0;93;105;1666,82;1
13135.0;217;1;17,28;2
13136.0;71;139;2426,08;1
13137.0;31;705;2578,64;1
13138.0;43;63;961,3;0
13139.0;37;174;2578,64;1
13140.0;129;46;410,63;0
13141.0;105;136;2189,08;1
13142.0;40;23;267,9;0
13144.0;353;3;76,11;2
13145.0;60;7;118,32;0
13146.0;47;17;190,31;0
13147.0;31;4;115,64;0
13148.0;50;347;2578,64;1
13149.0;35;86;1424,7;1
13151.0;224;75;1074,54;2
13153.0;26;15;238,34;0
13154.0;165;1;0,0;2
13155.0;54;85;918,92;0
13157.0;70;89;1534,27;1
13158.0;115;79;1176,89;0
13159.0;29;122;1355,69;1
13160.0;43;4;85,91;0
13161.0;334;8;111,65;2
13162.0;143;82;1355,05;0
13165.0;67;42;613,55;0
13166.0;303;42;409,22;2
13167.0;39;65;661,58;0
13168.0;57;133;1239,92;0
13169.0;84;13;294,99;0
13170.0;47;32;113,73;0
13171.0;29;48;369,92;0
13173.0;25;43;347,73;0
13174.0;37;314;2567,53;1
13176.0;67;72;427,62;0
13177.0;85;17;282,45;0
13178.0;47;265;2578,64;1
13182.0;66;11;119,08;0
13183.0;28;94;1870,44;1
13184.0;35;183;1558,45;1
13185.0;288;1;28,91;2
13186.0;60;84;1475,41;1
13187.0;358;37;225,57;2
13188.0;32;2;36,86;0
13189.0;39;29;226,56;0
13192.0;116;63;904,79;0
13193.0;82;29;108,88;0
13194.0;156;3;55,61;0
13196.0;32;110;1690,33;1
13198.0;31;229;2578,64;1
13199.0;24;120;2578,64;1
13200.0;40;46;737,56;0
13203.0;30;57;807,22;0
13207.0;36;8;188,3;0
13208.0;79;150;1181,23;0
13209.0;51;329;2578,64;1
13210.0;114;22;323,24;0
13211.0;31;56;612,24;0
13212.0;30;143;719,53;0
13213.0;77;92;1291,38;0
13216.0;288;5;102,88;2
13217.0;143;7;107,13;0
13218.0;148;5;61,8;0
13220.0;99;21;362,07;0
13221.0;261;66;754,08;2
13223.0;221;5;91,31;2
13224.0;81;109;1576,01;1
13225.0;24;34;876,07;0
13226.0;294;16;101,41;2
13227.0;222;9;176,73;2
13228.0;102;2;57,82;0
13229.0;246;10;154,95;2
13230.0;25;612;2549,18;1
13232.0;33;207;1244,44;0
13233.0;95;43;529,48;0
13235.0;232;59;883,31;2
13236.0;45;39;667,07;0
13238.0;32;32;586,19;0
13239.0;282;22;303,12;2
13240.0;117;67;646,81;0
13242.0;133;13;270,4;0
13243.0;224;58;564,58;2
13244.0;113;27;118,64;0
13245.0;71;16;364,58;0
13246.0;39;143;1170,76;0
13247.0;38;25;431,95;0
13248.0;145;26;448,41;0
13249.0;113;23;230,68;0
13253.0;177;36;511,27;2
13255.0;24;14;281,66;0
13256.0;35;1;4,56;0
13258.0;32;38;579,61;0
13259.0;82;87;282,17;0
13260.0;82;8;197,96;0
13261.0;289;9;260,19;2
13262.0;284;11;176,01;2
13263.0;22;1677;2578,64;1
13265.0;74;91;1531,74;1
13266.0;32;202;2578,64;1
13267.0;23;224;2578,64;1
13268.0;38;447;2578,64;1
13269.0;22;320;2578,64;1
13270.0;387;1;28,91;2
13271.0;58;101;217,38;0
13272.0;52;15;252,57;0
13273.0;134;16;135,29;0
13276.0;84;30;534,27;0
13277.0;36;8;213,13;0
13278.0;61;46;490,41;0
13279.0;85;11;137,75;0
13280.0;143;85;799,4;0
13282.0;39;40;781,39;0
13283.0;80;7;93,66;0
13284.0;343;14;188,49;2
13285.0;44;187;2578,64;1
13291.0;176;42;346,87;2
13292.0;59;31;517,49;0
13294.0;210;54;856,13;2
13295.0;380;11;200,1;2
13296.0;158;5;81,47;0
13297.0;28;59;1417,23;1
13298.0;22;2;57,82;0
13299.0;289;5;110,92;2
13300.0;185;22;370,8;2
13301.0;124;81;596,37;0
13302.0;176;1;28,91;2
13304.0;372;21;282,86;2
13305.0;25;81;1593,01;1
13307.0;141;1;15,0;0
13308.0;43;57;1017,51;0
13309.0;28;107;1417,04;1
13310.0;29;77;1109,2;0
13311.0;25;26;417,31;0
13313.0;43;78;1428,0;1
13314.0;22;75;751,67;0
13316.0;58;88;1367,62;1
13317.0;85;135;2149,88;1
13318.0;22;20;419,36;0
13319.0;26;500;2578,64;1
13320.0;91;110;1546,6;1
13321.0;93;11;258,9;0
13322.0;38;25;182,29;0
13323.0;24;21;479,55;0
13324.0;53;77;1750,45;1
13325.0;102;12;261,92;0
13327.0;59;109;2415,32;1
13328.0;337;17;454,42;2
13329.0;52;19;389,31;0
13330.0;113;53;1000,14;0
13332.0;35;21;346,35;0
13334.0;103;268;2578,64;1
13336.0;98;51;782,52;0
13338.0;175;24;280,54;2
13339.0;221;54;804,63;2
13340.0;66;134;2578,64;1
13341.0;281;42;696,06;2
13343.0;193;22;306,83;2
13344.0;88;119;2039,53;1
13345.0;297;22;339,45;2
13347.0;91;8;206,85;0
13348.0;85;14;231,39;0
13349.0;31;16;205,27;0
13350.0;37;43;693,41;0
13351.0;87;16;330,01;0
13352.0;28;27;355,09;0
13354.0;92;51;716,51;0
13355.0;143;32;581,21;0
13356.0;101;42;688,8;0
13357.0;278;90;568,2;2
13358.0;289;29;387,3;2
13359.0;80;24;384,34;0
13362.0;24;169;2578,64;1
13363.0;38;60;889,78;0
13364.0;87;20;134,96;0
13365.0;29;132;2053,56;1
13366.0;71;1;9,36;0
13368.0;277;29;511,23;2
13369.0;375;19;238,16;2
13370.0;387;44;712,36;2
13372.0;110;23;328,7;0
13373.0;81;158;2578,64;1
13375.0;102;38;652,9;0
13376.0;120;53;856,46;0
13379.0;47;97;564,72;0
13381.0;42;173;2578,64;1
13382.0;301;15;220,99;2
13384.0;51;155;2578,64;1
13385.0;350;35;480,64;2
13388.0;142;36;591,84;0
13389.0;32;51;770,33;0
13390.0;95;13;294,66;0
13391.0;224;1;28,91;2
13394.0;22;164;2175,31;1
13395.0;206;21;288,1;2
13396.0;42;47;945,29;0
13397.0;93;39;886,85;0
13398.0;213;26;430,49;2
13402.0;148;39;553,88;0
13403.0;38;3;58,91;0
13404.0;22;11;217,65;0
13405.0;95;27;515,04;0
13408.0;22;501;2578,64;1
13410.0;29;30;633,46;0
13411.0;128;18;205,81;0
13414.0;154;24;533,47;0
13416.0;64;19;483,43;0
13417.0;25;28;565,12;0
13418.0;32;314;2578,64;1
13419.0;84;16;219,8;0
13420.0;155;10;139,52;0
13421.0;61;105;1535,02;1
13422.0;72;128;2387,92;1
13425.0;129;78;1291,21;0
13426.0;21;159;2412,6;1
13427.0;40;29;455,35;0
13428.0;31;74;216,32;0
13429.0;31;67;880,82;0
13430.0;39;54;641,6;0
13431.0;88;46;892,78;0
13434.0;95;10;213,68;0
13435.0;26;103;1762,76;1
13436.0;22;12;168,77;0
13437.0;35;167;2578,64;1
13439.0;276;54;280,23;2
13441.0;112;13;216,06;0
13447.0;44;62;1019,21;0
13448.0;37;199;2578,64;1
13449.0;44;19;286,79;0
13450.0;47;71;1371,73;1
13451.0;47;444;2578,64;1
13452.0;280;2;15,9;2
13453.0;186;17;326,31;2
13455.0;45;53;905,34;0
13456.0;38;65;1167,46;0
13458.0;28;394;2578,64;1
13460.0;50;17;180,08;0
13461.0;59;27;649,55;0
13462.0;204;10;150,9;2
13464.0;79;41;658,15;0
13466.0;121;18;259,55;0
13467.0;31;99;1018,9;0
13468.0;22;306;2578,64;1
13470.0;120;10;165,0;0
13471.0;22;260;2415,36;1
13473.0;81;22;364,84;0
13474.0;257;64;219,79;2
13475.0;212;86;1330,46;2
13476.0;199;61;937,78;2
13477.0;58;81;1340,99;0
13479.0;219;16;275,28;2
13481.0;66;112;1763,36;1
13482.0;253;11;184,64;2
13483.0;86;10;139,25;0
13484.0;262;8;192,25;2
13485.0;254;23;387,57;2
13486.0;99;69;1087,12;0
13487.0;78;34;560,05;0
13488.0;38;427;2578,64;1
13489.0;126;14;209,63;0
13491.0;72;86;1175,88;0
13492.0;157;50;1051,64;0
13493.0;296;8;158,61;2
13494.0;332;18;299,69;2
13495.0;28;52;1142,59;0
13496.0;31;36;577,27;0
13497.0;303;20;341,56;2
13499.0;38;45;746,22;0
13500.0;44;67;1112,54;0
13501.0;263;53;950,03;2
13502.0;37;18;257,51;0
13503.0;92;17;205,91;0
13504.0;85;22;283,91;0
13505.0;88;227;2578,64;1
13506.0;333;29;439,58;2
13507.0;24;162;2359,45;1
13508.0;264;12;106,17;2
13509.0;29;44;773,59;0
13510.0;22;117;1729,03;1
13512.0;281;15;243,32;2
13513.0;147;10;169,46;0
13514.0;94;4;115,64;0
13515.0;93;59;872,08;0
13516.0;42;44;751,46;0
13517.0;80;143;2065,58;1
13518.0;106;38;631,79;0
13519.0;71;9;110,75;0
13520.0;79;95;1912,16;1
13521.0;22;436;1072,7;0
13522.0;51;5;113,92;0
13523.0;54;177;2578,64;1
13524.0;61;27;552,32;0
13525.0;35;6;156,98;0
13527.0;54;224;2194,96;1
13529.0;99;15;253,76;0
13531.0;226;22;414,74;2
13532.0;54;66;208,8;0
13533.0;203;76;270,79;2
13534.0;23;342;2578,64;1
13536.0;22;179;2578,64;1
13538.0;64;25;711,69;0
13539.0;106;38;591,45;0
13544.0;60;87;284,86;0
13546.0;33;98;602,67;0
13548.0;117;124;609,39;0
13549.0;46;52;854,22;0
13551.0;340;4;77,4;2
13552.0;87;121;2578,64;1
